segment_id,points,mean_PRICE_ln,id,mean_chislennost_naseleniya_092025,mean_srednmes_zarplata,mean_temp_prirosta_percent,mean_house_point_count,mean_area_km2,mean_density_hp_per_km2
RKZ71-S1413,338,16.959397654473584,KZ71,320298.0,506373.6666666667,4.891999927163125,83901.0,1819.4872380352294,46.11244214639305
RKZ75-S245,338,17.345868228991957,KZ75,265156.2222222222,449734.5555555556,1.9988888944519894,99477.0,1326.11705113705,75.01374023862044
RKZ15-S717,338,16.92819583979871,KZ15,73385.6923076923,351445.7692307692,-1.4115384358626144,27347.0,687637.4113374824,0.039769505773121015
RKZ47-S805,337,16.588037466425,KZ47,116436.85714285713,473486.2857142857,0.27428571241242544,18699.0,322714.57068157464,0.05794284392089157
RKZ23-S1113,337,16.72448968325038,KZ23,89241.625,479367.625,-0.6275000050663948,10814.0,257825.2801993182,0.0419431329295559
RKZ79-S1009,337,16.687087407782474,KZ79,256825.8,312770.39999999997,2.0420000791549677,15196.0,2131.460701241429,7.129383146097593
RKZ71-S435,336,17.13122177911133,KZ71,320298.0,506373.6666666667,4.891999927163125,83901.0,1819.4872380352297,46.11244214639305
RKZ71-S284,336,16.89837449838903,KZ71,320298.0,506373.6666666667,4.891999927163125,83901.0,1819.4872380352297,46.11244214639305
RKZ31-S1176,335,16.729897712995168,KZ31,110702.63636363638,338634.8181818182,-0.956363633275032,8853.0,281483.4929858096,0.03145122261377618
RKZ75-S177,335,17.325327875384755,KZ75,265156.22222222225,449734.55555555556,1.9988888944519896,99477.0,1326.11705113705,75.01374023862046
RKZ75-S48,335,17.680881978913597,KZ75,265156.22222222225,449734.55555555556,1.9988888944519896,99477.0,1326.11705113705,75.01374023862046
RKZ75-S1502,335,18.188400137713487,KZ75,265156.22222222225,449734.55555555556,1.9988888944519896,99477.0,1326.11705113705,75.01374023862046
RKZ11-S880,335,16.644641815953626,KZ11,39407.75,331957.7,-1.1775000073015693,15670.0,381477.3525627606,0.04107714362262691
